"","long","lat","group","order","region","subregion","Year","Number of Crashes"
"96",-94.4864654541016,41.1612892150879,756,25325,"iowa","adams",2025,3
"97",-94.4864654541016,40.9034576416016,756,25326,"iowa","adams",2014,48
"98",-94.4864654541016,40.9034576416016,756,25326,"iowa","adams",2015,55
"99",-94.4864654541016,40.9034576416016,756,25326,"iowa","adams",2016,38
"100",-94.4864654541016,40.9034576416016,756,25326,"iowa","adams",2017,41
"101",-94.4864654541016,40.9034576416016,756,25326,"iowa","adams",2018,27
"102",-94.4864654541016,40.9034576416016,756,25326,"iowa","adams",2019,27
"103",-94.4864654541016,40.9034576416016,756,25326,"iowa","adams",2020,32
"104",-94.4864654541016,40.9034576416016,756,25326,"iowa","adams",2021,35
"105",-94.4864654541016,40.9034576416016,756,25326,"iowa","adams",2022,32
"106",-94.4864654541016,40.9034576416016,756,25326,"iowa","adams",2023,49
"107",-94.4864654541016,40.9034576416016,756,25326,"iowa","adams",2024,28
"108",-94.4864654541016,40.9034576416016,756,25326,"iowa","adams",2025,3
"109",-94.9333801269531,40.9034576416016,756,25327,"iowa","adams",2014,48
"110",-94.9333801269531,40.9034576416016,756,25327,"iowa","adams",2015,55
"111",-94.9333801269531,40.9034576416016,756,25327,"iowa","adams",2016,38
"112",-94.9333801269531,40.9034576416016,756,25327,"iowa","adams",2017,41
"113",-94.9333801269531,40.9034576416016,756,25327,"iowa","adams",2018,27
"114",-94.9333801269531,40.9034576416016,756,25327,"iowa","adams",2019,27
"115",-94.9333801269531,40.9034576416016,756,25327,"iowa","adams",2020,32
"116",-94.9333801269531,40.9034576416016,756,25327,"iowa","adams",2021,35
"117",-94.9333801269531,40.9034576416016,756,25327,"iowa","adams",2022,32
"118",-94.9333801269531,40.9034576416016,756,25327,"iowa","adams",2023,49
"119",-94.9333801269531,40.9034576416016,756,25327,"iowa","adams",2024,28
"120",-94.9333801269531,40.9034576416016,756,25327,"iowa","adams",2025,3
"121",-94.9333801269531,41.1555557250977,756,25328,"iowa","adams",2014,48
"122",-94.9333801269531,41.1555557250977,756,25328,"iowa","adams",2015,55
"123",-94.9333801269531,41.1555557250977,756,25328,"iowa","adams",2016,38
"124",-94.9333801269531,41.1555557250977,756,25328,"iowa","adams",2017,41
"125",-94.9333801269531,41.1555557250977,756,25328,"iowa","adams",2018,27
"126",-94.9333801269531,41.1555557250977,756,25328,"iowa","adams",2019,27
"127",-94.9333801269531,41.1555557250977,756,25328,"iowa","adams",2020,32
"128",-94.9333801269531,41.1555557250977,756,25328,"iowa","adams",2021,35
"129",-94.9333801269531,41.1555557250977,756,25328,"iowa","adams",2022,32
"130",-94.9333801269531,41.1555557250977,756,25328,"iowa","adams",2023,49
"131",-94.9333801269531,41.1555557250977,756,25328,"iowa","adams",2024,28
"132",-94.9333801269531,41.1555557250977,756,25328,"iowa","adams",2025,3
"133",-94.7099227905273,41.1612892150879,756,25329,"iowa","adams",2014,48
"134",-94.7099227905273,41.1612892150879,756,25329,"iowa","adams",2015,55
"135",-94.7099227905273,41.1612892150879,756,25329,"iowa","adams",2016,38
"136",-94.7099227905273,41.1612892150879,756,25329,"iowa","adams",2017,41
"137",-94.7099227905273,41.1612892150879,756,25329,"iowa","adams",2018,27
"138",-94.7099227905273,41.1612892150879,756,25329,"iowa","adams",2019,27
"139",-94.7099227905273,41.1612892150879,756,25329,"iowa","adams",2020,32
"140",-94.7099227905273,41.1612892150879,756,25329,"iowa","adams",2021,35
"141",-94.7099227905273,41.1612892150879,756,25329,"iowa","adams",2022,32
"142",-94.7099227905273,41.1612892150879,756,25329,"iowa","adams",2023,49
"143",-94.7099227905273,41.1612892150879,756,25329,"iowa","adams",2024,28
"144",-94.7099227905273,41.1612892150879,756,25329,"iowa","adams",2025,3
"145",-91.2263412475586,43.4989547729492,757,25331,"iowa","allamakee",2014,140
"146",-91.2263412475586,43.4989547729492,757,25331,"iowa","allamakee",2015,187
"147",-91.2263412475586,43.4989547729492,757,25331,"iowa","allamakee",2016,186
"148",-91.2263412475586,43.4989547729492,757,25331,"iowa","allamakee",2017,201
"149",-91.2263412475586,43.4989547729492,757,25331,"iowa","allamakee",2018,161
"150",-91.2263412475586,43.4989547729492,757,25331,"iowa","allamakee",2019,182
"151",-91.2263412475586,43.4989547729492,757,25331,"iowa","allamakee",2020,202
"152",-91.2263412475586,43.4989547729492,757,25331,"iowa","allamakee",2021,170
"153",-91.2263412475586,43.4989547729492,757,25331,"iowa","allamakee",2022,165
"154",-91.2263412475586,43.4989547729492,757,25331,"iowa","allamakee",2023,212
"155",-91.2263412475586,43.4989547729492,757,25331,"iowa","allamakee",2024,199
"156",-91.2263412475586,43.4989547729492,757,25331,"iowa","allamakee",2025,12
"157",-91.2263412475586,43.4531211853027,757,25332,"iowa","allamakee",2014,140
"158",-91.2263412475586,43.4531211853027,757,25332,"iowa","allamakee",2015,187
"159",-91.2263412475586,43.4531211853027,757,25332,"iowa","allamakee",2016,186
"160",-91.2263412475586,43.4531211853027,757,25332,"iowa","allamakee",2017,201
"161",-91.2263412475586,43.4531211853027,757,25332,"iowa","allamakee",2018,161
"162",-91.2263412475586,43.4531211853027,757,25332,"iowa","allamakee",2019,182
"163",-91.2263412475586,43.4531211853027,757,25332,"iowa","allamakee",2020,202
"164",-91.2263412475586,43.4531211853027,757,25332,"iowa","allamakee",2021,170
"165",-91.2263412475586,43.4531211853027,757,25332,"iowa","allamakee",2022,165
"166",-91.2263412475586,43.4531211853027,757,25332,"iowa","allamakee",2023,212
"167",-91.2263412475586,43.4531211853027,757,25332,"iowa","allamakee",2024,199
"168",-91.2263412475586,43.4531211853027,757,25332,"iowa","allamakee",2025,12
"169",-91.2034225463867,43.4302024841309,757,25333,"iowa","allamakee",2014,140
"170",-91.2034225463867,43.4302024841309,757,25333,"iowa","allamakee",2015,187
"171",-91.2034225463867,43.4302024841309,757,25333,"iowa","allamakee",2016,186
"172",-91.2034225463867,43.4302024841309,757,25333,"iowa","allamakee",2017,201
"173",-91.2034225463867,43.4302024841309,757,25333,"iowa","allamakee",2018,161
"174",-91.2034225463867,43.4302024841309,757,25333,"iowa","allamakee",2019,182
"175",-91.2034225463867,43.4302024841309,757,25333,"iowa","allamakee",2020,202
"176",-91.2034225463867,43.4302024841309,757,25333,"iowa","allamakee",2021,170
"177",-91.2034225463867,43.4302024841309,757,25333,"iowa","allamakee",2022,165
"178",-91.2034225463867,43.4302024841309,757,25333,"iowa","allamakee",2023,212
"179",-91.2034225463867,43.4302024841309,757,25333,"iowa","allamakee",2024,199
"180",-91.2034225463867,43.4302024841309,757,25333,"iowa","allamakee",2025,12
"181",-91.1690444946289,43.413013458252,757,25334,"iowa","allamakee",2014,140
"182",-91.1690444946289,43.413013458252,757,25334,"iowa","allamakee",2015,187
"183",-91.1690444946289,43.413013458252,757,25334,"iowa","allamakee",2016,186
"184",-91.1690444946289,43.413013458252,757,25334,"iowa","allamakee",2017,201
"185",-91.1690444946289,43.413013458252,757,25334,"iowa","allamakee",2018,161
"186",-91.1690444946289,43.413013458252,757,25334,"iowa","allamakee",2019,182
"187",-91.1690444946289,43.413013458252,757,25334,"iowa","allamakee",2020,202
"188",-91.1690444946289,43.413013458252,757,25334,"iowa","allamakee",2021,170
"189",-91.1690444946289,43.413013458252,757,25334,"iowa","allamakee",2022,165
"190",-91.1690444946289,43.413013458252,757,25334,"iowa","allamakee",2023,212
"191",-91.1690444946289,43.413013458252,757,25334,"iowa","allamakee",2024,199
"192",-91.1690444946289,43.413013458252,757,25334,"iowa","allamakee",2025,12
"193",-91.15185546875,43.3614463806152,757,25335,"iowa","allamakee",2014,140
"194",-91.15185546875,43.3614463806152,757,25335,"iowa","allamakee",2015,187
"195",-91.15185546875,43.3614463806152,757,25335,"iowa","allamakee",2016,186
"196",-91.15185546875,43.3614463806152,757,25335,"iowa","allamakee",2017,201
"197",-91.15185546875,43.3614463806152,757,25335,"iowa","allamakee",2018,161
"198",-91.15185546875,43.3614463806152,757,25335,"iowa","allamakee",2019,182
"199",-91.15185546875,43.3614463806152,757,25335,"iowa","allamakee",2020,202
"200",-91.15185546875,43.3614463806152,757,25335,"iowa","allamakee",2021,170
"201",-91.15185546875,43.3614463806152,757,25335,"iowa","allamakee",2022,165
"202",-91.15185546875,43.3614463806152,757,25335,"iowa","allamakee",2023,212
"203",-91.15185546875,43.3614463806152,757,25335,"iowa","allamakee",2024,199
"204",-91.15185546875,43.3614463806152,757,25335,"iowa","allamakee",2025,12
"205",-91.0716400146484,43.2984199523926,757,25336,"iowa","allamakee",2014,140
"206",-91.0716400146484,43.2984199523926,757,25336,"iowa","allamakee",2015,187
"207",-91.0716400146484,43.2984199523926,757,25336,"iowa","allamakee",2016,186
"208",-91.0716400146484,43.2984199523926,757,25336,"iowa","allamakee",2017,201
"209",-91.0716400146484,43.2984199523926,757,25336,"iowa","allamakee",2018,161
"210",-91.0716400146484,43.2984199523926,757,25336,"iowa","allamakee",2019,182
"211",-91.0716400146484,43.2984199523926,757,25336,"iowa","allamakee",2020,202
"212",-91.0716400146484,43.2984199523926,757,25336,"iowa","allamakee",2021,170
"213",-91.0716400146484,43.2984199523926,757,25336,"iowa","allamakee",2022,165
"214",-91.0716400146484,43.2984199523926,757,25336,"iowa","allamakee",2023,212
"215",-91.0716400146484,43.2984199523926,757,25336,"iowa","allamakee",2024,199
"216",-91.0716400146484,43.2984199523926,757,25336,"iowa","allamakee",2025,12
"217",-91.0601806640625,43.2640419006348,757,25337,"iowa","allamakee",2014,140
"218",-91.0601806640625,43.2640419006348,757,25337,"iowa","allamakee",2015,187
"219",-91.0601806640625,43.2640419006348,757,25337,"iowa","allamakee",2016,186
"220",-91.0601806640625,43.2640419006348,757,25337,"iowa","allamakee",2017,201
"221",-91.0601806640625,43.2640419006348,757,25337,"iowa","allamakee",2018,161
"222",-91.0601806640625,43.2640419006348,757,25337,"iowa","allamakee",2019,182
"223",-91.0601806640625,43.2640419006348,757,25337,"iowa","allamakee",2020,202
"224",-91.0601806640625,43.2640419006348,757,25337,"iowa","allamakee",2021,170
"225",-91.0601806640625,43.2640419006348,757,25337,"iowa","allamakee",2022,165
"226",-91.0601806640625,43.2640419006348,757,25337,"iowa","allamakee",2023,212
"227",-91.0601806640625,43.2640419006348,757,25337,"iowa","allamakee",2024,199
"228",-91.0601806640625,43.2640419006348,757,25337,"iowa","allamakee",2025,12
"229",-91.0716400146484,43.2411231994629,757,25338,"iowa","allamakee",2014,140
"230",-91.0716400146484,43.2411231994629,757,25338,"iowa","allamakee",2015,187
"231",-91.0716400146484,43.2411231994629,757,25338,"iowa","allamakee",2016,186
"232",-91.0716400146484,43.2411231994629,757,25338,"iowa","allamakee",2017,201
"233",-91.0716400146484,43.2411231994629,757,25338,"iowa","allamakee",2018,161
"234",-91.0716400146484,43.2411231994629,757,25338,"iowa","allamakee",2019,182
"235",-91.0716400146484,43.2411231994629,757,25338,"iowa","allamakee",2020,202
"236",-91.0716400146484,43.2411231994629,757,25338,"iowa","allamakee",2021,170
"237",-91.0716400146484,43.2411231994629,757,25338,"iowa","allamakee",2022,165
"238",-91.0716400146484,43.2411231994629,757,25338,"iowa","allamakee",2023,212
"239",-91.0716400146484,43.2411231994629,757,25338,"iowa","allamakee",2024,199
"240",-91.0716400146484,43.2411231994629,757,25338,"iowa","allamakee",2025,12
"241",-91.1403961181641,43.1666412353516,757,25339,"iowa","allamakee",2014,140
"242",-91.1403961181641,43.1666412353516,757,25339,"iowa","allamakee",2015,187
"243",-91.1403961181641,43.1666412353516,757,25339,"iowa","allamakee",2016,186
"244",-91.1403961181641,43.1666412353516,757,25339,"iowa","allamakee",2017,201
"245",-91.1403961181641,43.1666412353516,757,25339,"iowa","allamakee",2018,161
"246",-91.1403961181641,43.1666412353516,757,25339,"iowa","allamakee",2019,182
"247",-91.1403961181641,43.1666412353516,757,25339,"iowa","allamakee",2020,202
"248",-91.1403961181641,43.1666412353516,757,25339,"iowa","allamakee",2021,170
"249",-91.1403961181641,43.1666412353516,757,25339,"iowa","allamakee",2022,165
"250",-91.1403961181641,43.1666412353516,757,25339,"iowa","allamakee",2023,212
"251",-91.1403961181641,43.1666412353516,757,25339,"iowa","allamakee",2024,199
"252",-91.1403961181641,43.1666412353516,757,25339,"iowa","allamakee",2025,12
"253",-91.1747741699219,43.1265296936035,757,25340,"iowa","allamakee",2014,140
"254",-91.1747741699219,43.1265296936035,757,25340,"iowa","allamakee",2015,187
"255",-91.1747741699219,43.1265296936035,757,25340,"iowa","allamakee",2016,186
"256",-91.1747741699219,43.1265296936035,757,25340,"iowa","allamakee",2017,201
"257",-91.1747741699219,43.1265296936035,757,25340,"iowa","allamakee",2018,161
"258",-91.1747741699219,43.1265296936035,757,25340,"iowa","allamakee",2019,182
"259",-91.1747741699219,43.1265296936035,757,25340,"iowa","allamakee",2020,202
"260",-91.1747741699219,43.1265296936035,757,25340,"iowa","allamakee",2021,170
"261",-91.1747741699219,43.1265296936035,757,25340,"iowa","allamakee",2022,165
"262",-91.1747741699219,43.1265296936035,757,25340,"iowa","allamakee",2023,212
"263",-91.1747741699219,43.1265296936035,757,25340,"iowa","allamakee",2024,199
"264",-91.1747741699219,43.1265296936035,757,25340,"iowa","allamakee",2025,12
"265",-91.1805038452148,43.080696105957,757,25341,"iowa","allamakee",2014,140
"266",-91.1805038452148,43.080696105957,757,25341,"iowa","allamakee",2015,187
"267",-91.1805038452148,43.080696105957,757,25341,"iowa","allamakee",2016,186
"268",-91.1805038452148,43.080696105957,757,25341,"iowa","allamakee",2017,201
"269",-91.1805038452148,43.080696105957,757,25341,"iowa","allamakee",2018,161
"270",-91.1805038452148,43.080696105957,757,25341,"iowa","allamakee",2019,182
"271",-91.1805038452148,43.080696105957,757,25341,"iowa","allamakee",2020,202
"272",-91.1805038452148,43.080696105957,757,25341,"iowa","allamakee",2021,170
"273",-91.1805038452148,43.080696105957,757,25341,"iowa","allamakee",2022,165
"274",-91.1805038452148,43.080696105957,757,25341,"iowa","allamakee",2023,212
"275",-91.1805038452148,43.080696105957,757,25341,"iowa","allamakee",2024,199
"276",-91.1805038452148,43.080696105957,757,25341,"iowa","allamakee",2025,12
"277",-91.1747741699219,43.08642578125,757,25342,"iowa","allamakee",2014,140
"278",-91.1747741699219,43.08642578125,757,25342,"iowa","allamakee",2015,187
"279",-91.1747741699219,43.08642578125,757,25342,"iowa","allamakee",2016,186
"280",-91.1747741699219,43.08642578125,757,25342,"iowa","allamakee",2017,201
"281",-91.1747741699219,43.08642578125,757,25342,"iowa","allamakee",2018,161
"282",-91.1747741699219,43.08642578125,757,25342,"iowa","allamakee",2019,182
"283",-91.1747741699219,43.08642578125,757,25342,"iowa","allamakee",2020,202
"284",-91.1747741699219,43.08642578125,757,25342,"iowa","allamakee",2021,170
"285",-91.1747741699219,43.08642578125,757,25342,"iowa","allamakee",2022,165
"286",-91.1747741699219,43.08642578125,757,25342,"iowa","allamakee",2023,212
"287",-91.1747741699219,43.08642578125,757,25342,"iowa","allamakee",2024,199
"288",-91.1747741699219,43.08642578125,757,25342,"iowa","allamakee",2025,12
"289",-91.598762512207,43.08642578125,757,25343,"iowa","allamakee",2014,140
"290",-91.598762512207,43.08642578125,757,25343,"iowa","allamakee",2015,187
"291",-91.598762512207,43.08642578125,757,25343,"iowa","allamakee",2016,186
"292",-91.598762512207,43.08642578125,757,25343,"iowa","allamakee",2017,201
"293",-91.598762512207,43.08642578125,757,25343,"iowa","allamakee",2018,161
"294",-91.598762512207,43.08642578125,757,25343,"iowa","allamakee",2019,182
"295",-91.598762512207,43.08642578125,757,25343,"iowa","allamakee",2020,202
"296",-91.598762512207,43.08642578125,757,25343,"iowa","allamakee",2021,170
"297",-91.598762512207,43.08642578125,757,25343,"iowa","allamakee",2022,165
"298",-91.598762512207,43.08642578125,757,25343,"iowa","allamakee",2023,212
"299",-91.598762512207,43.08642578125,757,25343,"iowa","allamakee",2024,199
"300",-91.598762512207,43.08642578125,757,25343,"iowa","allamakee",2025,12
"301",-91.598762512207,43.3557167053223,757,25344,"iowa","allamakee",2014,140
"302",-91.598762512207,43.3557167053223,757,25344,"iowa","allamakee",2015,187
"303",-91.598762512207,43.3557167053223,757,25344,"iowa","allamakee",2016,186
"304",-91.598762512207,43.3557167053223,757,25344,"iowa","allamakee",2017,201
"305",-91.598762512207,43.3557167053223,757,25344,"iowa","allamakee",2018,161
"306",-91.598762512207,43.3557167053223,757,25344,"iowa","allamakee",2019,182
"307",-91.598762512207,43.3557167053223,757,25344,"iowa","allamakee",2020,202
"308",-91.598762512207,43.3557167053223,757,25344,"iowa","allamakee",2021,170
"309",-91.598762512207,43.3557167053223,757,25344,"iowa","allamakee",2022,165
"310",-91.598762512207,43.3557167053223,757,25344,"iowa","allamakee",2023,212
"311",-91.598762512207,43.3557167053223,757,25344,"iowa","allamakee",2024,199
"312",-91.598762512207,43.3557167053223,757,25344,"iowa","allamakee",2025,12
"313",-91.610221862793,43.3499870300293,757,25345,"iowa","allamakee",2014,140
"314",-91.610221862793,43.3499870300293,757,25345,"iowa","allamakee",2015,187
"315",-91.610221862793,43.3499870300293,757,25345,"iowa","allamakee",2016,186
"316",-91.610221862793,43.3499870300293,757,25345,"iowa","allamakee",2017,201
"317",-91.610221862793,43.3499870300293,757,25345,"iowa","allamakee",2018,161
"318",-91.610221862793,43.3499870300293,757,25345,"iowa","allamakee",2019,182
"319",-91.610221862793,43.3499870300293,757,25345,"iowa","allamakee",2020,202
"320",-91.610221862793,43.3499870300293,757,25345,"iowa","allamakee",2021,170
"321",-91.610221862793,43.3499870300293,757,25345,"iowa","allamakee",2022,165
"322",-91.610221862793,43.3499870300293,757,25345,"iowa","allamakee",2023,212
"323",-91.610221862793,43.3499870300293,757,25345,"iowa","allamakee",2024,199
"324",-91.610221862793,43.3499870300293,757,25345,"iowa","allamakee",2025,12
"325",-91.6044921875,43.5104141235352,757,25346,"iowa","allamakee",2014,140
"326",-91.6044921875,43.5104141235352,757,25346,"iowa","allamakee",2015,187
"327",-91.6044921875,43.5104141235352,757,25346,"iowa","allamakee",2016,186
"328",-91.6044921875,43.5104141235352,757,25346,"iowa","allamakee",2017,201
"329",-91.6044921875,43.5104141235352,757,25346,"iowa","allamakee",2018,161
"330",-91.6044921875,43.5104141235352,757,25346,"iowa","allamakee",2019,182
"331",-91.6044921875,43.5104141235352,757,25346,"iowa","allamakee",2020,202
"332",-91.6044921875,43.5104141235352,757,25346,"iowa","allamakee",2021,170
"333",-91.6044921875,43.5104141235352,757,25346,"iowa","allamakee",2022,165
"334",-91.6044921875,43.5104141235352,757,25346,"iowa","allamakee",2023,212
"335",-91.6044921875,43.5104141235352,757,25346,"iowa","allamakee",2024,199
"336",-91.6044921875,43.5104141235352,757,25346,"iowa","allamakee",2025,12
"337",-91.2263412475586,43.4989547729492,757,25347,"iowa","allamakee",2014,140
"338",-91.2263412475586,43.4989547729492,757,25347,"iowa","allamakee",2015,187
"339",-91.2263412475586,43.4989547729492,757,25347,"iowa","allamakee",2016,186
"340",-91.2263412475586,43.4989547729492,757,25347,"iowa","allamakee",2017,201
"341",-91.2263412475586,43.4989547729492,757,25347,"iowa","allamakee",2018,161
"342",-91.2263412475586,43.4989547729492,757,25347,"iowa","allamakee",2019,182
"343",-91.2263412475586,43.4989547729492,757,25347,"iowa","allamakee",2020,202
"344",-91.2263412475586,43.4989547729492,757,25347,"iowa","allamakee",2021,170
"345",-91.2263412475586,43.4989547729492,757,25347,"iowa","allamakee",2022,165
"346",-91.2263412475586,43.4989547729492,757,25347,"iowa","allamakee",2023,212
"347",-91.2263412475586,43.4989547729492,757,25347,"iowa","allamakee",2024,199
"348",-91.2263412475586,43.4989547729492,757,25347,"iowa","allamakee",2025,12
"349",-92.6300888061523,40.9034576416016,758,25349,"iowa","appanoose",2014,176
"350",-92.6300888061523,40.9034576416016,758,25349,"iowa","appanoose",2015,230
"351",-92.6300888061523,40.9034576416016,758,25349,"iowa","appanoose",2016,216
"352",-92.6300888061523,40.9034576416016,758,25349,"iowa","appanoose",2017,244
"353",-92.6300888061523,40.9034576416016,758,25349,"iowa","appanoose",2018,213
"354",-92.6300888061523,40.9034576416016,758,25349,"iowa","appanoose",2019,227
"355",-92.6300888061523,40.9034576416016,758,25349,"iowa","appanoose",2020,208
"356",-92.6300888061523,40.9034576416016,758,25349,"iowa","appanoose",2021,211
"357",-92.6300888061523,40.9034576416016,758,25349,"iowa","appanoose",2022,186
"358",-92.6300888061523,40.9034576416016,758,25349,"iowa","appanoose",2023,176
